"Video ID","Title","Description","Running Time","Last Updated","Status"
"2258985471001","Dansac-Ileostomy-2-Piece-English","Dansac-Ileostomy-2-Piece-English","00:05:14","Tue Apr 02 2013 15:33:11 GMT-0400 (EDT)","playable"
"2258973149001","Dansac-Irrigation-English","Dansac-Irrigation-English","00:08:16","Tue Apr 02 2013 15:32:44 GMT-0400 (EDT)","playable"
"2258947171001","Dansac-Jamie-English","Dansac-Jamie-English","00:06:20","Tue Apr 02 2013 15:33:27 GMT-0400 (EDT)","playable"
"2258985405001","Dansac-Marianne-English","Dansac-Marianne-English","00:04:07","Tue Apr 02 2013 15:33:37 GMT-0400 (EDT)","playable"
"2258985395001","Dansac-Niels-English","Dansac-Niels-English","00:04:37","Tue Apr 02 2013 15:33:44 GMT-0400 (EDT)","playable"
"2258885699001","Dansac-Novalife-Fill-English","Dansac-Novalife-Fill-English","00:00:60","Tue Apr 02 2013 15:33:53 GMT-0400 (EDT)","playable"
"2258885697001","Dansac-Novalife-Filter-English","Dansac-Novalife-Filter-English","00:01:28","Tue Apr 02 2013 15:34:09 GMT-0400 (EDT)","playable"
"2258878625001","Dansac-Novalife-Offcenter-English","Dansac-Novalife-Offcenter-English","00:01:10","Tue Apr 02 2013 15:34:29 GMT-0400 (EDT)","playable"
"2258885679001","Dansac-Novalife-Openbag-English","Dansac-Novalife-Openbag-English","00:00:59","Tue Apr 02 2013 15:35:42 GMT-0400 (EDT)","playable"
"2258878620001","Dansac-Sif-English","Dansac-Sif-English","00:04:27","Tue Apr 02 2013 15:34:18 GMT-0400 (EDT)","playable"
"2245830781001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Two-Piece-Drainable-FormaFlex-Spanish","Cómo Colocar un Sistema Drenable de Dos Piezas FormaFlex (6:09)","00:06:10","Mon Mar 25 2013 11:24:56 GMT-0400 (EDT)","playable"
"2245615838001","Hollister-US-Ostomy-Care-OET-Uro-One-Piece-Urostomy-Spanish","Cómo Colocar una Bolsa de una Pieza para Urostomía (5:48)","00:05:49","Mon Mar 25 2013 11:32:03 GMT-0400 (EDT)","playable"
"2245419350001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Two-Piece-Drainable-Spanish","Cómo Colocar un Sistema Drenable de Dos Piezas (7:05)","00:07:06","Mon Mar 25 2013 11:42:47 GMT-0400 (EDT)","playable"
"2243689798001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-One-Piece-Drainable-Spanish","Cómo Colocar una Bolsa Drenable de Una Pieza (6:17)","00:06:18","Mon Mar 25 2013 11:53:59 GMT-0400 (EDT)","playable"
"2240670749001","Hollister-US-Ostomy-Care-OET-Uro-Two-Piece-Urostomy-FormaFlex-Spanish","Cómo Colocar un Sistema de Dos Piezas para Urostomía   FormaFlex (5:40)","00:05:41","Mon Mar 25 2013 12:05:47 GMT-0400 (EDT)","playable"
"2238304079001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Wipes-Spanish","Cómo Usar las Toallitas (3:20)","00:03:21","Mon Mar 25 2013 12:14:53 GMT-0400 (EDT)","playable"
"2237819102001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Adapt-Barrier-Rings-Spanish","Cómo Usar los Anillos Adapt (2:17)","00:02:18","Mon Mar 25 2013 12:24:53 GMT-0400 (EDT)","playable"
"2226375422001","Hollister-Corporate-Testimonial-Gaisie-English","Hollister-Corporate-Testimonial-Gaisie-English","00:00:30","Thu Mar 14 2013 14:50:02 GMT-0400 (EDT)","playable"
"2226312798001","Hollister-Corporate-Testimonial-McDermott-English","Hollister-Corporate-Testimonial-McDermott-English","00:00:32","Thu Mar 14 2013 14:48:23 GMT-0400 (EDT)","playable"
"2226320454001","Hollister-Corporate-Testimonial-Moats-English","Hollister-Corporate-Testimonial-Moats-English","00:01:05","Thu Mar 14 2013 14:46:27 GMT-0400 (EDT)","playable"
"2226312784001","Hollister-Corporate-Testimonial-Rice-English","Hollister-Corporate-Testimonial-Rice-English","00:00:32","Thu Mar 14 2013 14:42:40 GMT-0400 (EDT)","playable"
"2183006975001","Hollister-HWC-Endoform-Inservice-Video-English","Hollister-HWC-Endoform-Inservice-Video-English","00:05:18","Fri Feb 22 2013 13:46:49 GMT-0500 (EST)","playable"
"2180884243001","Hollister-HWC-Endoform-English","Hollister-HWC-Endoform-English","00:03:25","Thu Feb 21 2013 15:22:25 GMT-0500 (EST)","playable"
"2132827977001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Living-Spanish","Cómo Vivir con una Ostomía (6:34)","00:06:35","Tue Feb 05 2013 13:42:09 GMT-0500 (EST)","playable"
"2132788309001","Hollister-US-Ostomy-Care-OET-Colo-About-Spanish","Información Sobre su Colostomía (2:54)","00:02:55","Tue Feb 05 2013 13:36:23 GMT-0500 (EST)","playable"
"2132793513001","Hollister-US-Ostomy-Care-OET-Ileo-About-Spanish","Información Sobre su Ileostomía (3:34)","00:03:35","Tue Feb 05 2013 13:30:29 GMT-0500 (EST)","playable"
"2132788231001","Hollister-US-Ostomy-Care-OET-Uro-About-Spanish","Información Sobre su Urostomía (3:41)","00:03:42","Tue Feb 05 2013 13:17:06 GMT-0500 (EST)","playable"
"2132737996001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Information-Spanish","Cómo Encontrar Información y Apoyo (4:05)","00:04:06","Tue Feb 05 2013 13:09:00 GMT-0500 (EST)","playable"
"2132743502001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Measure-Spanish","Cómo Medir su Estoma (4:29)","00:04:30","Tue Feb 05 2013 13:03:30 GMT-0500 (EST)","playable"
"2132685993001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-One-Piece-Drainable-Spanish","Cómo Colocar una Bolsa Drenable de Una Pieza (6:17)","00:06:18","Sun Mar 17 2013 20:57:54 GMT-0400 (EDT)","playable"
"2132687844001","Hollister-US-Ostomy-Care-OET-Uro-One-Piece-Urostomy-Spanish","Cómo Colocar una Bolsa de una Pieza para Urostomía (5:48)","00:05:49","Tue Feb 05 2013 12:52:05 GMT-0500 (EST)","playable"
"2132642443001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Two-Piece-Drainable-Spanish","Cómo Colocar un Sistema Drenable de Dos Piezas (7:05)","00:07:06","Sun Mar 17 2013 21:02:45 GMT-0400 (EDT)","playable"
"2132592143001","Hollister-US-Ostomy-Care-OET-Uro-Two-Piece-Urostomy-Spanish","Cómo Colocar un Sistema de Bolsas para Urostomía de Dos Piezas (6:34)","00:06:35","Tue Feb 05 2013 12:33:47 GMT-0500 (EST)","playable"
"2132584315001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Empty-Drainable-Spanish","Cómo Vaciar una Bolsa Drenable (3:39)","00:03:40","Tue Feb 05 2013 12:21:52 GMT-0500 (EST)","playable"
"2132545778001","Hollister-US-Ostomy-Care-OET-Uro-Empty-Urostomy-Spanish","Cómo Vaciar una Bolsa para Urostomía (3:39)","00:03:40","Tue Feb 05 2013 12:06:17 GMT-0500 (EST)","playable"
"2132537249001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Adapt-Barrier-Rings-Spanish","Cómo Usar los Anillos Adapt (2:17)","00:02:18","Sun Mar 17 2013 21:05:52 GMT-0400 (EDT)","playable"
"2132500351001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Adapt-Convex-Barrier-Rings-Spanish","Cómo Usar los Anillos Convexos Adapt (3:12)","00:03:13","Tue Feb 05 2013 11:51:35 GMT-0500 (EST)","playable"
"2132504025001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Adapt-Paste-Spanish","Cómo Usar la Pasta Adapt (2:33)","00:02:34","Tue Feb 05 2013 11:43:53 GMT-0500 (EST)","playable"
"2132493714001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Adapt-Deodorant-Spanish","Cómo Usar el Desodorante Lubricante Adapt (1:51)","00:01:52","Tue Feb 05 2013 11:35:42 GMT-0500 (EST)","playable"
"2132455999001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Adapt-Powder-Spanish","Cómo Usar el Polvo para Estomas Adapt (1:21)","00:01:22","Tue Feb 05 2013 11:27:00 GMT-0500 (EST)","playable"
"2132455987001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Wipes-Spanish","Cómo Usar las Toallitas (3:20)","00:03:21","Sun Mar 17 2013 21:12:30 GMT-0400 (EDT)","playable"
"2132427228001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Uro-Adapt-Belts-Spanish","Cómo usar los Cinturones para Ostomía Adapt (2:41)","00:02:42","Tue Feb 05 2013 10:31:07 GMT-0500 (EST)","playable"
"2132409942001","Hollister-US-Ostomy-Care-OET-Colo-Ileo-Two-Piece-Drainable-FormaFlex-Spanish","Cómo Colocar un Sistema Drenable de Dos Piezas FormaFlex (6:09)","00:06:10","Sun Mar 17 2013 21:15:50 GMT-0400 (EDT)","playable"
"2132368954001","Hollister-US-Ostomy-Care-OET-Uro-Two-Piece-Urostomy-FormaFlex-Spanish","Cómo Colocar un Sistema de Dos Piezas para Urostomía   FormaFlex (5:40)","00:05:41","Sun Mar 17 2013 21:26:35 GMT-0400 (EDT)","playable"
"2068869735001","TestVid2-122","TestVid2 Description UPDAE1-22","00:03:14","Tue Jan 22 2013 12:45:34 GMT-0500 (EST)","playable"
"2068865900001","TestVid3-1-22","Testing from Vid Library page","00:03:14","Tue Jan 22 2013 13:30:56 GMT-0500 (EST)","playable"
"2068869733001","TestVid4","TestVid4","00:03:14","Wed Jan 02 2013 11:21:28 GMT-0500 (EST)","playable"
"2068898759001","TestVid1Test","TestVid1 Now activated update","00:03:14","Thu Jan 24 2013 09:59:20 GMT-0500 (EST)","playable"
"2050298795001","visionbox_media_api_test","visionbox_media_api_test","00:03:05","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1995411457001","Hollister-CCMICROSITE-Continence-Care-SS-Preview-English","Hollister-CCMICROSITE-Continence-Care-SS-Preview-English","00:00:42","Mon Dec 31 2012 14:58:56 GMT-0500 (EST)","playable"
"1995371825001","Hollister-CCMICROSITE-Continence-Care-SS-Play-All-English","Hollister-CCMICROSITE-Continence-Care-SS-Play-All-English","00:11:33","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1995283213001","Hollister-CCMICROSITE-Continence-Care-SS-Ed-Resources-English","Hollister-CCMICROSITE-Continence-Care-SS-Ed-Resources-English","00:01:59","Mon Dec 31 2012 15:01:46 GMT-0500 (EST)","playable"
"1995283179001","Hollister-CCMICROSITE-Continence-Care-SS-Patient-Support-English","Hollister-CCMICROSITE-Continence-Care-SS-Patient-Support-English","00:02:22","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1995239779001","Hollister-CCMICROSITE-Continence-Care-SS-Clinician-Benefits-English","Hollister-CCMICROSITE-Continence-Care-SS-Clinician-Benefits-English","00:02:36","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1995158120001","Hollister-CCMICROSITE-Continence-Care-SS-How-It-Works-English","Hollister-CCMICROSITE-Continence-Care-SS-How-It-Works-English","00:02:30","Mon Dec 31 2012 15:01:59 GMT-0500 (EST)","playable"
"1995159466001","Hollister-CCMICROSITE-Continence-Care-External-Catheter-Everyday-Male-Preview-English","Hollister-CCMICROSITE-Continence-Care-External-Catheter-Everyday-Male-Preview-English","00:00:37","Mon Dec 31 2012 15:01:22 GMT-0500 (EST)","playable"
"1995088456001","Hollister-CCMICROSITE-Continence-Care-SS-Introduction-English","Hollister-CCMICROSITE-Continence-Care-SS-Introduction-English","00:02:11","Mon Dec 31 2012 15:02:18 GMT-0500 (EST)","playable"
"1995061802001","Hollister-CCMICROSITE-Continence-Care-External-Catheter-InView-Male-Preview-English","Hollister-CCMICROSITE-Continence-Care-External-Catheter-InView-Male-Preview-English","00:00:36","Mon Dec 31 2012 14:58:31 GMT-0500 (EST)","playable"
"1995060293001","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Female-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Female-Preview-Spanish","00:00:41","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1995039835001","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Female-Preview-English","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Female-Preview-English","00:00:38","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1995030150001","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Female-Preview-English","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Female-Preview-English","00:00:34","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1995039793001","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Female-Preview-English","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Female-Preview-English","00:00:36","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1995030086001","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Male-Preview-English","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Male-Preview-English","00:00:34","Mon Dec 31 2012 14:59:15 GMT-0500 (EST)","playable"
"1995012060001","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Male-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Male-Preview-Spanish","00:00:37","Mon Dec 31 2012 14:59:20 GMT-0500 (EST)","playable"
"1995012047001","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Male-Preview-English","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Male-Preview-English","00:00:39","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1994992976001","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Male-Preview-English","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Male-Preview-English","00:00:33","Thu Jan 10 2013 12:44:11 GMT-0500 (EST)","playable"
"1995012015001","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Female-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Female-Preview-Spanish","00:00:35","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1994991853001","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Male-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Apogee-Catheter-Male-Preview-Spanish","00:00:33","Thu Jan 10 2013 12:44:11 GMT-0500 (EST)","playable"
"1994992939001","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Female-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Advance-Plus-Catheter-Female-Preview-Spanish","00:00:40","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1994991818001","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Male-Preview-Spanish","Hollister-CCMICROSITE-Continence-Care-Apogee-Closed-Catheter-Male-Preview-Spanish","00:00:35","Mon Dec 31 2012 15:01:27 GMT-0500 (EST)","playable"
"1953999501001","Hollister_NO_Ostomy_FormaFlex_English","Hollister_NO_Ostomy_FormaFlex_English","00:03:43","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1920465182001","Hollister-HWC-Contact-Layer-FLEX-Inservice-Video-English","Hollister-HWC-Contact-Layer-FLEX-Inservice-Video-English","00:04:41","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1920456314001","Hollister-HWC-Hydrofera-Blue-Standard-Inservice-Video-English","Hollister-HWC-Hydrofera-Blue-Standard-Inservice-Video-English","00:06:28","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1920465175001","Hollister-HWC-Hydrofera-Blue-Tunneling-Inservice-Video-English","Hollister-HWC-Hydrofera-Blue-Tunneling-Inservice-Video-English","00:06:40","Mon Dec 31 2012 15:01:58 GMT-0500 (EST)","playable"
"1920465168001","Hollister-HWC-Restore-Calcium-Alginate-Inservice-Video-English","Hollister-HWC-Restore-Calcium-Alginate-Inservice-Video-English","00:04:34","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1920465152001","Hollister-HWC-Restore-Calcium-Alginate-Silver-Inservice-Video-English","Hollister-HWC-Restore-Calcium-Alginate-Silver-Inservice-Video-English","00:05:49","Mon Dec 31 2012 14:05:07 GMT-0500 (EST)","playable"
"1920432046001","Hollister-HWC-Restore-Contact-Layer-Silver-TRIACT-Technology-Inservice-Video-English","Hollister-HWC-Restore-Contact-Layer-Silver-TRIACT-Technology-Inservice-Video-English","00:05:11","Mon Dec 31 2012 14:05:33 GMT-0500 (EST)","playable"
"1920432017001","Hollister-HWC-Restore-DUO-Dressing-TRIACT-Technology-Inservice-Video-English","Hollister-HWC-Restore-DUO-Dressing-TRIACT-Technology-Inservice-Video-English","00:04:32","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1920390567001","Hollister-HWC-Restore-Foam-Dressing-Silver-TRIACT-Technology-Inservice-Video-English","Hollister-HWC-Restore-Foam-Dressing-Silver-TRIACT-Technology-Inservice-Video-English","00:05:40","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1920431991001","Hollister-HWC-Restore-Hydro-Shield-Bordered-Foam-Dressing-Inservice-Video-English","Hollister-HWC-Restore-Hydro-Shield-Bordered-Foam-Dressing-Inservice-Video-English","00:03:45","Mon Dec 31 2012 14:05:08 GMT-0500 (EST)","playable"
"1920390545001","Hollister-HWC-Restore-Hydro-Shield-Foam-Dressing-without-Border-Inservice-Video-English","Hollister-HWC-Restore-Hydro-Shield-Foam-Dressing-without-Border-Inservice-Video-English","00:03:51","Mon Dec 31 2012 14:05:44 GMT-0500 (EST)","playable"
"1920380131001","Hollister-HWC-Restore-Lite-Foam-Dressing-without-Border-Inservice-Video-English","Hollister-HWC-Restore-Lite-Foam-Dressing-without-Border-Inservice-Video-English","00:04:05","Mon Dec 31 2012 14:05:25 GMT-0500 (EST)","playable"
"1920390502001","Hollister-HWC-Restore-TRIACT-ADVANCED-Foam-Bordered-Dressing-Inservice-Video-English","Hollister-HWC-Restore-TRIACT-ADVANCED-Foam-Bordered-Dressing-Inservice-Video-English","00:04:06","Mon Dec 31 2012 14:04:56 GMT-0500 (EST)","playable"
"1920369095001","Hollister-HWC-Restore-TRIACT-ADVANCED-Foam-Dressing-without-Border-Inservice-Video-English","Hollister-HWC-Restore-TRIACT-ADVANCED-Foam-Dressing-without-Border-Inservice-Video-English","00:04:09","Mon Dec 31 2012 14:05:07 GMT-0500 (EST)","playable"
"1920369076001","Hollister-HWC-Restore-TRIACT-ADVANCED-Heel-Foam-Dressing-Inservice-Video-English","Hollister-HWC-Restore-TRIACT-ADVANCED-Heel-Foam-Dressing-Inservice-Video-English","00:04:26","Mon Dec 31 2012 14:04:54 GMT-0500 (EST)","playable"
"1920333970001","Hollister-HWC-Restore-TRIO-Dressing-TRIACT-Technology-Inservice-Video-English","Hollister-HWC-Restore-TRIO-Dressing-TRIACT-Technology-Inservice-Video-English","00:04:43","Thu Jan 10 2013 12:45:21 GMT-0500 (EST)","playable"
"1878677737001","Hollister-NL-UK-Continence-Care-Vapro-Catheter-Female-English","Hollister-NL-UK-Continence-Care-Vapro-Catheter-Female-English","00:08:03","Thu Jan 10 2013 12:44:32 GMT-0500 (EST)","playable"
"1878677729001","Hollister-NL-UK-Continence-Care-Vapro-Catheter-Male-English","Hollister-NL-UK-Continence-Care-Vapro-Catheter-Male-English","00:08:01","Mon Dec 31 2012 14:05:28 GMT-0500 (EST)","playable"
